-BEGIN HEADER-
NASA/POWER CERES/MERRA2 Native Resolution Daily Data 
Dates (month/day/year): 03/01/2021 through 05/31/2021 
Location: Regional 
Elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = na meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
Parameter(s): 
PS              MERRA-2 Surface Pressure (kPa) 
WS10M           MERRA-2 Wind Speed at 10 Meters (m/s) 
PRECTOTCORR     MERRA-2 Precipitation Corrected (mm/day) 
RH2M            MERRA-2 Relative Humidity at 2 Meters (%) 
T2M_MAX         MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN         MERRA-2 Temperature at 2 Meters Minimum (C) 
-END HEADER-
LAT,LON,YEAR,DOY,PS,WS10M,PRECTOTCORR,RH2M,T2M_MAX,T2M_MIN
52.25,33.75,2021,60,100.52,2.7,0.19,96.56,0.33,-6.94
52.25,34.25,2021,60,100.33,2.9,0.21,96.49,0.33,-6.94
52.25,34.75,2021,60,100.14,3.05,0.22,96.62,0.34,-6.57
52.25,35.25,2021,60,99.99,3.06,0.24,96.78,0.36,-6.29
52.25,35.75,2021,60,99.89,2.92,0.3,96.82,0.4,-6.27
52.25,36.25,2021,60,99.76,2.75,0.35,96.59,0.46,-6.37
52.25,36.75,2021,60,99.79,2.73,0.32,95.12,0.42,-6.43
52.25,37.25,2021,60,99.88,2.82,0.33,93.48,0.38,-6.86
52.25,37.75,2021,60,99.95,2.88,0.41,92.02,0.3,-7.69
52.25,38.25,2021,60,100.03,2.92,0.52,90.98,0.15,-8.66
52.25,38.75,2021,60,100.21,3.0,0.54,90.38,-0.08,-9.22
52.75,29.25,2021,60,101.04,3.86,0.32,97.38,0.09,-4.56
52.75,29.75,2021,60,101.04,3.83,0.28,97.3,0.07,-4.75
52.75,30.25,2021,60,101.01,3.78,0.25,97.2,0.06,-4.88
52.75,30.75,2021,60,100.97,3.73,0.25,97.11,0.06,-5.1
52.75,31.25,2021,60,100.91,3.67,0.26,97.03,0.1,-5.53
52.75,31.75,2021,60,100.77,3.55,0.27,97.11,0.16,-6.03
52.75,32.25,2021,60,100.6,3.36,0.28,97.12,0.21,-6.4
52.75,32.75,2021,60,100.48,3.12,0.27,97.1,0.25,-6.58
52.75,33.25,2021,60,100.45,2.89,0.23,96.99,0.28,-6.68
52.75,33.75,2021,60,100.46,2.74,0.18,96.72,0.33,-7.0
52.75,34.25,2021,60,100.27,3.01,0.21,96.27,0.31,-6.94
52.75,34.75,2021,60,100.04,3.23,0.23,96.01,0.27,-6.49
52.75,35.25,2021,60,99.89,3.3,0.26,95.98,0.28,-6.1
52.75,35.75,2021,60,99.83,3.21,0.29,96.04,0.34,-5.97
52.75,36.25,2021,60,99.75,3.06,0.32,95.84,0.39,-6.1
52.75,36.75,2021,60,99.69,3.07,0.29,94.67,0.39,-6.45
52.75,37.25,2021,60,99.7,3.19,0.28,93.08,0.4,-7.26
52.75,37.75,2021,60,99.77,3.24,0.32,91.98,0.34,-8.46
52.75,38.25,2021,60,99.9,3.21,0.39,91.52,0.19,-9.71
52.75,38.75,2021,60,100.08,3.23,0.38,91.09,-0.03,-10.44
53.25,29.25,2021,60,100.84,4.05,0.22,97.51,0.17,-4.62
53.25,29.75,2021,60,100.84,4.06,0.2,97.39,0.16,-4.75
53.25,30.25,2021,60,100.83,4.04,0.18,97.24,0.14,-4.88
53.25,30.75,2021,60,100.79,3.99,0.18,97.08,0.11,-5.1
53.25,31.25,2021,60,100.73,3.93,0.19,96.91,0.11,-5.34
53.25,31.75,2021,60,100.61,3.78,0.2,96.93,0.19,-5.99
53.25,32.25,2021,60,100.47,3.57,0.21,96.99,0.23,-6.69
53.25,32.75,2021,60,100.34,3.26,0.22,97.21,0.24,-7.06
53.25,33.25,2021,60,100.25,2.98,0.22,97.38,0.24,-7.1
53.25,33.75,2021,60,100.24,3.0,0.2,97.0,0.32,-7.22
53.25,34.25,2021,60,100.18,3.24,0.21,96.42,0.33,-7.14
53.25,34.75,2021,60,100.05,3.46,0.22,96.04,0.28,-6.65
53.25,35.25,2021,60,99.93,3.58,0.23,95.8,0.26,-6.07
53.25,35.75,2021,60,99.86,3.56,0.25,95.63,0.29,-5.72
53.25,36.25,2021,60,99.8,3.43,0.26,95.41,0.31,-5.95
53.25,36.75,2021,60,99.66,3.49,0.24,95.01,0.29,-6.69
53.25,37.25,2021,60,99.57,3.59,0.22,93.86,0.26,-7.55
53.25,37.75,2021,60,99.59,3.59,0.22,92.84,0.19,-8.49
53.25,38.25,2021,60,99.73,3.49,0.23,92.24,0.09,-9.39
53.25,38.75,2021,60,99.9,3.48,0.2,91.69,-0.03,-10.06
43.75,29.25,2021,61,103.05,5.77,0.11,75.32,6.86,4.58
43.75,29.75,2021,61,103.09,6.03,0.38,75.39,7.06,4.98
43.75,30.25,2021,61,103.05,6.05,0.66,75.82,7.11,5.18
43.75,30.75,2021,61,103.02,5.95,0.82,75.72,7.11,5.38
43.75,31.25,2021,61,102.99,5.85,0.79,75.47,7.04,5.51
43.75,31.75,2021,61,102.97,5.72,0.63,75.49,6.95,5.66
43.75,32.25,2021,61,102.95,5.5,0.39,75.05,6.93,5.75
43.75,32.75,2021,61,102.92,5.28,0.23,74.34,6.86,5.79
43.75,33.25,2021,61,102.9,5.16,0.16,73.58,6.73,5.8
43.75,33.75,2021,61,102.88,5.18,0.14,73.0,6.72,5.81
43.75,34.25,2021,61,102.86,5.22,0.18,73.5,6.76,5.77
43.75,34.75,2021,61,102.85,5.12,0.24,73.91,6.69,5.73
43.75,35.25,2021,61,102.83,4.91,0.36,74.42,6.61,5.73
43.75,35.75,2021,61,102.8,4.57,0.53,74.96,6.57,5.75
43.75,36.25,2021,61,102.79,4.02,0.77,75.16,6.49,5.74
43.75,36.75,2021,61,102.78,3.51,0.8,74.91,6.63,5.83
43.75,37.25,2021,61,102.76,3.17,0.8,75.14,6.78,5.81
43.75,37.75,2021,61,102.76,3.0,0.89,75.88,6.95,5.82
43.75,38.25,2021,61,102.71,3.08,1.25,77.31,7.06,5.92
43.75,38.75,2021,61,102.53,3.52,2.13,79.81,7.0,6.06
44.25,29.25,2021,61,103.01,5.43,0.08,76.56,6.47,3.98
44.25,29.75,2021,61,103.09,5.87,0.22,75.54,6.61,4.64
44.25,30.25,2021,61,103.05,6.05,0.38,75.37,6.9,4.89
44.25,30.75,2021,61,103.02,6.08,0.49,74.96,7.09,5.2
44.25,31.25,2021,61,102.99,6.06,0.49,74.31,7.14,5.49
44.25,31.75,2021,61,102.97,6.01,0.39,73.96,6.93,5.71
44.25,32.25,2021,61,102.95,5.88,0.24,73.46,6.79,5.82
44.25,32.75,2021,61,102.87,5.67,0.12,72.88,6.63,5.75
44.25,33.25,2021,61,102.51,5.38,0.08,72.86,6.4,5.12
44.25,33.75,2021,61,101.44,4.99,0.08,74.66,6.07,3.26
44.25,34.25,2021,61,101.79,5.35,0.07,73.46,6.49,4.03
44.25,34.75,2021,61,102.42,5.54,0.09,72.12,6.88,5.04
44.25,35.25,2021,61,102.79,5.59,0.14,71.88,7.03,5.58
44.25,35.75,2021,61,102.8,5.43,0.25,72.66,6.94,5.6
44.25,36.25,2021,61,102.78,5.01,0.43,73.16,6.87,5.69
44.25,36.75,2021,61,102.76,4.62,0.5,73.61,6.91,5.78
44.25,37.25,2021,61,102.59,4.1,0.53,74.3,6.84,5.56
44.25,37.75,2021,61,102.3,3.47,0.83,75.69,6.82,5.09
44.25,38.25,2021,61,101.89,2.91,1.61,78.44,6.79,4.45
44.25,38.75,2021,61,101.26,2.75,3.08,83.44,6.48,3.66
44.75,29.25,2021,61,102.93,4.81,0.04,78.76,7.12,1.82
44.75,29.75,2021,61,103.05,5.48,0.1,76.88,6.59,3.33
44.75,30.25,2021,61,103.04,5.94,0.18,75.95,6.41,4.19
44.75,30.75,2021,61,103.01,6.17,0.24,75.42,6.63,4.55
44.75,31.25,2021,61,102.98,6.25,0.25,74.75,7.02,5.01
44.75,31.75,2021,61,102.96,6.21,0.19,73.78,7.06,5.31
44.75,32.25,2021,61,102.93,6.13,0.1,73.29,6.9,5.49
44.75,32.75,2021,61,102.83,5.9,0.04,73.16,6.51,5.15
44.75,33.25,2021,61,102.34,5.42,0.02,73.89,6.08,3.7
44.75,33.75,2021,61,100.91,4.54,0.02,76.59,6.01,0.38
44.75,34.25,2021,61,100.09,4.68,0.02,76.59,6.28,0.0
44.75,34.75,2021,61,100.97,4.93,0.03,74.49,7.04,1.38
44.75,35.25,2021,61,102.04,5.15,0.04,73.28,7.44,2.84
44.75,35.75,2021,61,102.58,5.26,0.08,73.64,7.28,3.62
44.75,36.25,2021,61,102.64,5.15,0.16,73.97,6.99,3.87
44.75,36.75,2021,61,102.63,4.83,0.21,74.42,6.78,3.75
44.75,37.25,2021,61,102.29,4.24,0.28,75.58,6.82,2.84
44.75,37.75,2021,61,101.89,3.48,0.68,77.77,6.98,1.66
44.75,38.25,2021,61,101.55,2.78,1.52,81.04,7.01,0.63
44.75,38.75,2021,61,101.17,2.52,2.74,85.19,6.53,0.08
45.25,29.25,2021,61,102.84,4.16,0.01,79.15,8.38,-0.92
45.25,29.75,2021,61,102.98,4.91,0.05,77.67,7.1,1.49
45.25,30.25,2021,61,103.01,5.58,0.08,76.91,6.15,3.19
45.25,30.75,2021,61,102.99,6.03,0.09,76.61,6.02,3.68
45.25,31.25,2021,61,102.97,6.32,0.1,76.16,6.48,4.09
45.25,31.75,2021,61,102.94,6.33,0.08,75.33,6.68,4.3
45.25,32.25,2021,61,102.86,6.13,0.04,75.5,6.35,4.18
45.25,32.75,2021,61,102.71,5.74,0.02,76.5,6.05,3.0
45.25,33.25,2021,61,102.46,5.19,0.01,77.41,6.19,0.85
45.25,33.75,2021,61,102.02,4.56,0.0,76.56,7.06,-1.29
45.25,34.25,2021,61,100.84,4.48,0.01,76.56,7.22,-1.94
45.25,34.75,2021,61,101.14,4.59,0.01,76.38,7.19,-1.14
45.25,35.25,2021,61,101.93,4.75,0.02,77.22,6.73,0.22
45.25,35.75,2021,61,102.51,4.84,0.03,78.86,5.97,1.34
45.25,36.25,2021,61,102.52,4.72,0.05,79.56,5.35,1.53
45.25,36.75,2021,61,102.54,4.4,0.06,80.14,4.9,1.21
45.25,37.25,2021,61,102.4,3.97,0.11,80.11,5.44,0.28
45.25,37.75,2021,61,102.3,3.54,0.36,80.22,6.49,-0.83
45.25,38.25,2021,61,102.3,3.26,0.81,80.87,7.32,-1.59
45.25,38.75,2021,61,102.29,3.34,1.3,82.09,7.02,-1.36
45.75,29.25,2021,61,102.4,3.94,0.01,80.75,8.75,-2.36
45.75,29.75,2021,61,102.65,4.39,0.02,79.84,7.9,-1.0
45.75,30.25,2021,61,102.82,4.95,0.03,78.92,6.78,0.83
45.75,30.75,2021,61,102.91,5.57,0.03,78.25,5.81,2.5
45.75,31.25,2021,61,102.93,6.04,0.04,78.25,5.69,3.18
45.75,31.75,2021,61,102.91,6.17,0.04,79.22,5.57,2.78
45.75,32.25,2021,61,102.82,6.02,0.02,79.84,5.05,2.19
45.75,32.75,2021,61,102.69,5.64,0.01,80.73,4.99,0.73
45.75,33.25,2021,61,102.55,5.26,0.0,81.16,5.6,-1.17
45.75,33.75,2021,61,102.47,5.23,0.0,79.06,6.4,-1.98
45.75,34.25,2021,61,102.46,5.37,0.0,76.54,6.92,-1.27
45.75,34.75,2021,61,102.52,5.44,0.01,77.41,6.25,-0.55
45.75,35.25,2021,61,102.62,5.39,0.01,80.36,5.0,0.17
45.75,35.75,2021,61,102.68,5.23,0.02,83.65,3.77,0.73
45.75,36.25,2021,61,102.61,4.97,0.03,85.12,3.15,0.77
45.75,36.75,2021,61,102.62,4.68,0.03,85.9,2.8,0.68
45.75,37.25,2021,61,102.64,4.43,0.04,85.14,3.1,0.6
45.75,37.75,2021,61,102.65,4.15,0.12,82.94,4.29,0.15
45.75,38.25,2021,61,102.62,3.89,0.31,80.21,5.93,-0.54
45.75,38.75,2021,61,102.48,3.79,0.61,78.66,6.91,-0.86
46.25,29.25,2021,61,101.83,4.04,0.01,84.19,8.66,-2.75
46.25,29.75,2021,61,102.15,4.2,0.01,83.62,8.39,-2.84
46.25,30.25,2021,61,102.45,4.53,0.01,82.48,7.57,-1.79
46.25,30.75,2021,61,102.67,5.01,0.01,81.35,6.32,0.14
46.25,31.25,2021,61,102.8,5.42,0.01,81.62,5.48,1.09
46.25,31.75,2021,61,102.8,5.59,0.01,82.95,4.92,0.39
46.25,32.25,2021,61,102.75,5.51,0.01,82.62,5.02,-0.69
46.25,32.75,2021,61,102.69,5.35,0.01,81.62,5.52,-1.59
46.25,33.25,2021,61,102.62,5.27,0.0,80.42,6.11,-2.02
46.25,33.75,2021,61,102.54,5.42,0.0,78.97,6.43,-1.98
46.25,34.25,2021,61,102.52,5.71,0.0,77.69,6.72,-2.04
46.25,34.75,2021,61,102.55,5.92,0.01,78.65,6.12,-1.67
46.25,35.25,2021,61,102.59,6.04,0.01,80.84,5.0,-0.98
46.25,35.75,2021,61,102.62,6.03,0.03,83.15,3.8,-0.2
46.25,36.25,2021,61,102.61,5.81,0.04,84.38,2.99,0.27
46.25,36.75,2021,61,102.62,5.62,0.04,86.4,2.37,0.62
46.25,37.25,2021,61,102.6,5.45,0.04,87.02,2.11,0.93
46.25,37.75,2021,61,102.57,5.13,0.06,85.12,3.0,0.6
46.25,38.25,2021,61,102.51,4.72,0.15,81.32,4.86,-0.26
46.25,38.75,2021,61,102.38,4.48,0.39,78.0,6.49,-0.87
46.75,29.25,2021,61,101.55,4.39,0.03,85.62,8.55,-2.51
46.75,29.75,2021,61,101.78,4.4,0.03,85.14,8.35,-2.65
46.75,30.25,2021,61,101.99,4.49,0.02,84.5,8.02,-2.61
46.75,30.75,2021,61,102.2,4.64,0.01,83.99,7.5,-2.32
46.75,31.25,2021,61,102.38,4.77,0.01,84.19,6.75,-1.93
46.75,31.75,2021,61,102.45,4.87,0.01,83.76,6.29,-2.25
46.75,32.25,2021,61,102.41,4.84,0.0,82.44,6.56,-3.08
46.75,32.75,2021,61,102.35,4.86,0.0,80.85,7.0,-3.48
46.75,33.25,2021,61,102.29,4.99,0.01,79.42,7.26,-3.27
46.75,33.75,2021,61,102.18,5.2,0.01,78.34,7.24,-3.0
46.75,34.25,2021,61,102.13,5.44,0.01,77.59,7.36,-3.2
46.75,34.75,2021,61,102.13,5.73,0.01,77.58,7.11,-2.85
46.75,35.25,2021,61,102.13,6.0,0.02,77.89,6.55,-2.24
46.75,35.75,2021,61,102.09,6.15,0.04,78.29,5.78,-1.55
46.75,36.25,2021,61,102.0,6.08,0.06,78.69,4.97,-0.86
46.75,36.75,2021,61,102.03,5.98,0.07,80.74,4.3,-0.54
46.75,37.25,2021,61,102.16,5.9,0.08,82.92,3.45,-0.07
46.75,37.75,2021,61,102.3,5.69,0.09,83.34,3.54,-0.21
46.75,38.25,2021,61,102.35,5.41,0.13,81.91,4.59,-0.89
46.75,38.75,2021,61,102.29,5.33,0.33,80.31,5.51,-1.23
47.25,29.25,2021,61,101.23,4.81,0.03,85.54,8.49,-2.12
47.25,29.75,2021,61,101.31,4.74,0.04,85.2,8.34,-2.16
47.25,30.25,2021,61,101.46,4.66,0.03,84.9,8.27,-2.46
47.25,30.75,2021,61,101.69,4.6,0.02,84.79,8.19,-2.94
47.25,31.25,2021,61,101.85,4.54,0.01,84.97,7.9,-3.22
47.25,31.75,2021,61,101.93,4.57,0.01,84.34,7.71,-3.2
47.25,32.25,2021,61,101.93,4.65,0.01,83.08,7.55,-3.35
47.25,32.75,2021,61,101.91,4.82,0.01,81.72,7.43,-3.44
47.25,33.25,2021,61,101.88,5.09,0.01,80.57,7.29,-3.4
47.25,33.75,2021,61,101.88,5.44,0.01,79.72,7.02,-3.26
47.25,34.25,2021,61,101.91,5.62,0.01,79.12,6.84,-2.95
47.25,34.75,2021,61,101.85,5.75,0.02,78.59,6.77,-2.56
47.25,35.25,2021,61,101.68,5.83,0.04,77.87,6.72,-2.4
47.25,35.75,2021,61,101.42,5.85,0.07,77.06,6.58,-2.45
47.25,36.25,2021,61,101.04,5.8,0.12,76.69,6.21,-2.33
47.25,36.75,2021,61,100.91,5.7,0.19,76.96,6.01,-2.3
47.25,37.25,2021,61,101.11,5.64,0.23,77.91,5.48,-1.77
47.25,37.75,2021,61,101.43,5.55,0.21,78.5,5.22,-1.59
47.25,38.25,2021,61,101.7,5.46,0.19,78.46,5.39,-1.86
47.25,38.75,2021,61,101.83,5.59,0.35,78.28,5.65,-1.97
47.75,29.25,2021,61,100.73,5.21,0.04,85.64,8.28,-1.98
47.75,29.75,2021,61,100.81,5.17,0.04,85.63,7.94,-1.96
47.75,30.25,2021,61,101.01,5.04,0.04,85.71,7.77,-2.14
47.75,30.75,2021,61,101.25,4.89,0.04,85.92,7.65,-2.45
47.75,31.25,2021,61,101.31,4.8,0.03,86.12,7.29,-2.72
47.75,31.75,2021,61,101.23,4.83,0.03,85.82,6.97,-2.59
47.75,32.25,2021,61,101.3,4.86,0.03,84.98,6.93,-2.82
47.75,32.75,2021,61,101.38,5.01,0.03,83.87,6.92,-3.09
47.75,33.25,2021,61,101.43,5.25,0.03,82.81,6.82,-3.24
47.75,33.75,2021,61,101.52,5.51,0.02,82.16,6.65,-3.28
47.75,34.25,2021,61,101.56,5.7,0.03,82.18,6.45,-3.04
47.75,34.75,2021,61,101.52,5.81,0.04,82.09,6.26,-2.68
47.75,35.25,2021,61,101.35,5.84,0.08,81.76,6.1,-2.68
47.75,35.75,2021,61,101.06,5.81,0.16,81.19,5.93,-2.98
47.75,36.25,2021,61,100.72,5.77,0.28,80.56,5.71,-3.04
47.75,36.75,2021,61,100.45,5.71,0.46,80.16,5.65,-3.07
47.75,37.25,2021,61,100.38,5.69,0.58,79.37,5.74,-2.91
47.75,37.75,2021,61,100.45,5.62,0.55,78.09,5.91,-2.93
47.75,38.25,2021,61,100.59,5.54,0.43,76.63,6.1,-3.16
47.75,38.75,2021,61,100.76,5.64,0.51,75.66,6.24,-3.3
48.25,29.25,2021,61,100.24,5.62,0.06,87.01,7.45,-2.07
48.25,29.75,2021,61,100.42,5.58,0.06,87.12,6.94,-2.04
48.25,30.25,2021,61,100.63,5.43,0.06,87.48,6.48,-2.01
48.25,30.75,2021,61,100.77,5.23,0.07,88.04,5.99,-2.07
48.25,31.25,2021,61,100.71,5.11,0.08,88.56,5.35,-2.35
48.25,31.75,2021,61,100.58,5.15,0.07,88.51,4.87,-2.74
48.25,32.25,2021,61,100.68,5.26,0.06,87.79,4.99,-2.96
48.25,32.75,2021,61,100.83,5.39,0.05,87.18,5.13,-3.28
48.25,33.25,2021,61,100.94,5.55,0.05,86.84,5.14,-3.6
48.25,33.75,2021,61,101.06,5.77,0.05,86.34,5.28,-3.44
48.25,34.25,2021,61,101.07,5.93,0.08,86.24,5.44,-3.27
48.25,34.75,2021,61,101.13,6.01,0.11,86.12,5.36,-2.99
48.25,35.25,2021,61,101.09,6.06,0.19,86.09,5.16,-3.0
48.25,35.75,2021,61,100.95,6.1,0.36,85.97,4.91,-3.2
48.25,36.25,2021,61,100.8,6.08,0.62,85.34,4.66,-3.04
48.25,36.75,2021,61,100.58,6.16,0.9,84.69,4.73,-3.09
48.25,37.25,2021,61,100.31,6.27,1.09,83.86,4.94,-3.14
48.25,37.75,2021,61,100.12,6.29,1.08,82.34,5.18,-3.24
48.25,38.25,2021,61,100.03,6.26,0.94,80.28,5.38,-3.4
48.25,38.75,2021,61,100.04,6.35,0.98,78.41,5.46,-3.7
48.75,29.25,2021,61,99.86,6.01,0.09,89.16,6.14,-2.01
48.75,29.75,2021,61,100.03,5.91,0.09,89.52,5.53,-2.14
48.75,30.25,2021,61,100.2,5.73,0.09,90.16,4.85,-2.29
48.75,30.75,2021,61,100.34,5.51,0.1,90.95,4.12,-2.53
48.75,31.25,2021,61,100.41,5.33,0.11,91.62,3.45,-2.99
48.75,31.75,2021,61,100.42,5.34,0.11,92.08,2.88,-3.86
48.75,32.25,2021,61,100.53,5.57,0.1,91.91,2.66,-4.12
48.75,32.75,2021,61,100.7,5.86,0.09,91.18,2.72,-3.88
48.75,33.25,2021,61,100.89,6.07,0.09,90.3,2.94,-3.45
48.75,33.75,2021,61,101.0,6.14,0.11,90.0,3.2,-3.38
48.75,34.25,2021,61,101.13,6.26,0.19,89.78,3.56,-3.23
48.75,34.75,2021,61,101.13,6.33,0.26,89.53,3.6,-3.14
48.75,35.25,2021,61,101.0,6.42,0.39,89.46,3.51,-3.16
48.75,35.75,2021,61,100.79,6.53,0.65,89.4,3.39,-3.19
48.75,36.25,2021,61,100.63,6.58,1.09,88.88,3.26,-3.0
48.75,36.75,2021,61,100.52,6.69,1.43,87.98,3.46,-3.11
48.75,37.25,2021,61,100.42,6.83,1.66,86.87,3.93,-3.15
48.75,37.75,2021,61,100.34,6.89,1.7,85.38,4.36,-3.25
48.75,38.25,2021,61,100.29,6.92,1.62,83.61,4.62,-3.47
48.75,38.75,2021,61,100.29,7.07,1.67,81.94,4.8,-3.79
49.25,29.25,2021,61,99.7,6.36,0.12,90.94,4.75,-1.98
49.25,29.75,2021,61,99.87,6.19,0.12,91.44,4.26,-2.31
49.25,30.25,2021,61,100.05,5.97,0.12,92.06,3.71,-2.82
49.25,30.75,2021,61,100.28,5.75,0.12,92.68,3.16,-3.43
49.25,31.25,2021,61,100.53,5.6,0.12,93.12,2.69,-3.96
49.25,31.75,2021,61,100.72,5.66,0.12,93.72,2.15,-4.48
49.25,32.25,2021,61,100.87,5.91,0.12,94.14,1.6,-4.71
49.25,32.75,2021,61,101.01,6.11,0.12,94.06,1.3,-4.51
49.25,33.25,2021,61,101.11,6.15,0.13,93.71,1.31,-4.2
49.25,33.75,2021,61,101.09,6.09,0.19,93.81,1.43,-4.55
49.25,34.25,2021,61,101.13,6.3,0.31,93.04,1.9,-4.35
49.25,34.75,2021,61,100.99,6.48,0.46,92.28,2.02,-4.07
49.25,35.25,2021,61,100.74,6.69,0.74,91.64,2.0,-3.8
49.25,35.75,2021,61,100.5,6.88,1.13,91.08,2.02,-3.53
49.25,36.25,2021,61,100.44,6.98,1.57,90.41,2.21,-3.19
49.25,36.75,2021,61,100.45,7.05,1.91,89.61,2.45,-3.18
49.25,37.25,2021,61,100.45,7.14,2.17,88.71,2.75,-3.08
49.25,37.75,2021,61,100.45,7.19,2.26,87.45,3.04,-3.18
49.25,38.25,2021,61,100.45,7.22,2.24,85.95,3.32,-3.5
49.25,38.75,2021,61,100.49,7.34,2.3,84.75,3.67,-3.84
49.75,29.25,2021,61,99.83,6.54,0.17,92.11,3.8,-1.89
49.75,29.75,2021,61,100.06,6.35,0.16,92.29,3.59,-2.36
49.75,30.25,2021,61,100.29,6.18,0.15,92.41,3.36,-2.97
49.75,30.75,2021,61,100.54,6.07,0.14,92.6,3.05,-3.6
49.75,31.25,2021,61,100.77,6.04,0.13,93.12,2.53,-4.24
49.75,31.75,2021,61,100.98,6.02,0.14,94.02,1.83,-4.59
49.75,32.25,2021,61,101.07,6.11,0.16,94.79,1.21,-4.83
49.75,32.75,2021,61,101.06,6.1,0.19,95.62,0.75,-5.17
49.75,33.25,2021,61,100.98,5.99,0.23,96.34,0.52,-5.58
49.75,33.75,2021,61,100.87,6.0,0.32,96.44,0.54,-5.73
49.75,34.25,2021,61,100.75,6.27,0.48,95.81,0.73,-5.47
49.75,34.75,2021,61,100.59,6.53,0.71,95.02,0.89,-5.23
49.75,35.25,2021,61,100.39,6.77,1.1,94.36,0.94,-5.07
49.75,35.75,2021,61,100.2,7.0,1.59,93.6,0.98,-4.77
49.75,36.25,2021,61,100.23,7.21,1.96,92.0,1.32,-3.89
49.75,36.75,2021,61,100.26,7.3,2.31,90.9,1.52,-3.47
49.75,37.25,2021,61,100.24,7.35,2.57,90.01,1.61,-3.11
49.75,37.75,2021,61,100.21,7.36,2.69,89.08,1.68,-3.18
49.75,38.25,2021,61,100.19,7.4,2.68,88.05,1.79,-3.59
49.75,38.75,2021,61,100.15,7.57,2.69,87.0,1.94,-3.81
50.25,29.25,2021,61,100.17,6.62,0.2,92.23,3.7,-1.41
50.25,29.75,2021,61,100.35,6.5,0.19,92.11,3.61,-1.81
50.25,30.25,2021,61,100.57,6.43,0.18,92.06,3.38,-2.42
50.25,30.75,2021,61,100.79,6.4,0.18,92.34,2.91,-3.2
50.25,31.25,2021,61,100.94,6.32,0.18,93.34,2.11,-4.06
50.25,31.75,2021,61,100.93,6.24,0.2,94.84,1.2,-4.52
50.25,32.25,2021,61,100.85,6.25,0.24,95.78,0.65,-4.8
50.25,32.75,2021,61,100.75,6.3,0.28,96.29,0.39,-5.04
50.25,33.25,2021,61,100.63,6.34,0.36,96.52,0.3,-5.2
50.25,33.75,2021,61,100.54,6.39,0.52,96.59,0.29,-5.1
50.25,34.25,2021,61,100.41,6.51,0.76,96.49,0.28,-5.08
50.25,34.75,2021,61,100.28,6.65,1.02,96.28,0.37,-5.32
50.25,35.25,2021,61,100.11,6.79,1.42,96.26,0.42,-5.7
50.25,35.75,2021,61,99.95,6.98,1.93,96.12,0.42,-5.91
50.25,36.25,2021,61,99.9,7.26,2.32,95.0,0.59,-5.45
50.25,36.75,2021,61,99.91,7.36,2.66,93.8,0.71,-4.87
50.25,37.25,2021,61,99.89,7.35,2.91,93.24,0.76,-4.55
50.25,37.75,2021,61,99.88,7.3,3.0,92.92,0.76,-4.95
50.25,38.25,2021,61,99.89,7.31,2.97,92.55,0.73,-5.91
50.25,38.75,2021,61,99.87,7.49,2.95,91.88,0.69,-6.65
50.75,29.25,2021,61,100.48,6.8,0.23,92.08,3.66,-1.07
50.75,29.75,2021,61,100.64,6.72,0.23,92.18,3.38,-1.51
50.75,30.25,2021,61,100.79,6.7,0.23,92.38,2.92,-2.03
50.75,30.75,2021,61,100.93,6.65,0.25,93.02,2.21,-2.74
50.75,31.25,2021,61,100.96,6.43,0.26,94.62,1.22,-3.71
50.75,31.75,2021,61,100.83,6.48,0.28,95.65,0.64,-3.98
50.75,32.25,2021,61,100.67,6.6,0.32,96.19,0.34,-4.1
50.75,32.75,2021,61,100.51,6.72,0.39,96.4,0.22,-4.17
50.75,33.25,2021,61,100.36,6.81,0.52,96.42,0.2,-4.2
50.75,33.75,2021,61,100.25,6.87,0.76,96.38,0.21,-4.12
50.75,34.25,2021,61,100.14,6.93,1.05,96.2,0.24,-4.14
50.75,34.75,2021,61,100.01,6.96,1.33,96.14,0.27,-4.48
50.75,35.25,2021,61,99.86,7.03,1.74,96.22,0.27,-4.96
50.75,35.75,2021,61,99.69,7.13,2.24,96.41,0.26,-5.42
50.75,36.25,2021,61,99.51,7.25,2.62,96.56,0.27,-5.69
50.75,36.75,2021,61,99.48,7.29,2.9,96.26,0.32,-5.61
50.75,37.25,2021,61,99.5,7.26,3.06,96.24,0.34,-5.77
50.75,37.75,2021,61,99.56,7.23,3.12,96.33,0.33,-6.44
50.75,38.25,2021,61,99.66,7.22,3.13,96.42,0.28,-7.52
50.75,38.75,2021,61,99.76,7.28,3.13,96.5,0.2,-8.54
51.25,29.25,2021,61,100.66,6.99,0.29,93.25,2.67,-1.2
51.25,29.75,2021,61,100.82,6.94,0.31,93.54,2.21,-1.73
51.25,30.25,2021,61,100.89,6.91,0.32,93.87,1.73,-2.13
51.25,30.75,2021,61,100.86,6.84,0.33,94.51,1.17,-2.47
51.25,31.25,2021,61,100.79,6.69,0.33,95.81,0.44,-3.08
51.25,31.75,2021,61,100.72,6.77,0.34,95.99,0.32,-3.26
51.25,32.25,2021,61,100.6,6.89,0.4,96.12,0.22,-3.32
51.25,32.75,2021,61,100.43,7.01,0.52,96.16,0.18,-3.34
